"Sampling.Unit.Name","Start.Time","End.Time","Spp","Common.Name","Scientific.Name","Count","Date","Latitude","Longitude","SiteName","Ha","Sitio","Wind","Precipitation","PercentCloudCover","DominantCoverType","TidalConditions","VegetationHeight","DisturbGeneral.Collected","VisibleArea.VisibleArea","PercentCover.PercentFlood","CoverType.SecondaryCoverType","PercentCover.PercentVegetated"
"ANDALIEN6","13:15:00","13:17:00","AMOY","American Oystercatcher","Haematopus palliatus",2,2017-01-25,-36.738644,-73.028761,"Humedal Rocuant - Andalién",1.19,4,1,0,10,16,4,0,1,90,20,1,5
"ANDALIEN6","11:23:00","11:26:00","AMOY","American Oystercatcher","Haematopus palliatus",0,2018-02-03,-36.738644,-73.028761,"Humedal Rocuant - Andalién",1.19,4,0,0,10,16,6,0,1,100,0,NA,NA
"ANDALIEN6","18:00:00","18:01:00","AMOY","American Oystercatcher","Haematopus palliatus",0,2019-02-06,-36.738644,-73.028761,"Humedal Rocuant - Andalién",1.19,4,0,0,10,16,6,0,1,100,NA,NA,NA
"ANDALIEN6","11:20:00","11:25:00","AMOY","American Oystercatcher","Haematopus palliatus",4,2020-01-22,-36.738644,-73.028761,"Humedal Rocuant - Andalién",1.19,4,1,0,30,16,4,NA,1,100,NA,NA,NA
"ANDALIEN6","15:45:00","15:46:00","AMOY","American Oystercatcher","Haematopus palliatus",0,2021-02-09,-36.738644,-73.028761,"Humedal Rocuant - Andalién",1.19,4,2,0,0,16,8,0,1,100,0,NA,0
"ANDALIEN7","13:17:00","13:22:00","AMOY","American Oystercatcher","Haematopus palliatus",2,2017-01-25,-36.738445,-73.031149,"Humedal Rocuant - Andalién",0.99,4,1,0,10,16,4,0,1,90,20,1,5
"ANDALIEN7","11:26:00","11:30:00","AMOY","American Oystercatcher","Haematopus palliatus",2,2018-02-03,-36.738445,-73.031149,"Humedal Rocuant - Andalién",0.99,4,0,0,10,16,6,0,1,100,0,NA,NA
"ANDALIEN7","18:02:00","18:04:00","AMOY","American Oystercatcher","Haematopus palliatus",4,2019-02-06,-36.738445,-73.031149,"Humedal Rocuant - Andalién",0.99,4,0,0,10,16,6,0,1,100,NA,NA,NA
"ANDALIEN7","11:25:00","11:31:00","AMOY","American Oystercatcher","Haematopus palliatus",2,2020-01-22,-36.738445,-73.031149,"Humedal Rocuant - Andalién",0.99,4,1,0,30,16,4,NA,1,100,NA,NA,NA
"ANDALIEN7","15:52:00","15:57:00","AMOY","American Oystercatcher","Haematopus palliatus",0,2021-02-09,-36.738445,-73.031149,"Humedal Rocuant - Andalién",0.99,4,2,0,0,16,8,0,1,100,0,NA,0
"ANDALIEN8","13:22:00","13:28:00","AMOY","American Oystercatcher","Haematopus palliatus",2,2017-01-25,-36.738216,-73.033337,"Humedal Rocuant - Andalién",0.93,4,1,0,10,16,4,0,1,90,20,1,5
"ANDALIEN8","11:31:00","11:35:00","AMOY","American Oystercatcher","Haematopus palliatus",4,2018-02-03,-36.738216,-73.033337,"Humedal Rocuant - Andalién",0.93,4,0,0,10,16,6,0,1,100,0,NA,NA
"ANDALIEN8","18:04:00","18:06:00","AMOY","American Oystercatcher","Haematopus palliatus",0,2019-02-06,-36.738216,-73.033337,"Humedal Rocuant - Andalién",0.93,4,0,0,10,16,6,0,1,100,NA,NA,NA
"ANDALIEN8","11:31:00","11:38:00","AMOY","American Oystercatcher","Haematopus palliatus",2,2020-01-22,-36.738216,-73.033337,"Humedal Rocuant - Andalién",0.93,4,1,0,30,16,4,NA,1,100,NA,NA,NA
"ANDALIEN8","15:58:00","16:02:00","AMOY","American Oystercatcher","Haematopus palliatus",0,2021-02-09,-36.738216,-73.033337,"Humedal Rocuant - Andalién",0.93,4,2,0,0,16,8,0,1,100,0,NA,0
"ANDALIEN9","13:28:00","13:34:00","AMOY","American Oystercatcher","Haematopus palliatus",2,2017-01-25,-36.737937,-73.035612,"Humedal Rocuant - Andalién",1.15,4,1,0,10,16,4,0,1,90,20,1,5
"ANDALIEN9","11:35:00","11:38:00","AMOY","American Oystercatcher","Haematopus palliatus",1,2018-02-03,-36.737937,-73.035612,"Humedal Rocuant - Andalién",1.15,4,0,0,10,16,6,0,1,100,0,NA,NA
"ANDALIEN9","18:07:00","18:08:00","AMOY","American Oystercatcher","Haematopus palliatus",0,2019-02-06,-36.737937,-73.035612,"Humedal Rocuant - Andalién",1.15,4,0,0,10,16,6,0,1,100,NA,NA,NA
"ANDALIEN9","11:38:00","11:42:00","AMOY","American Oystercatcher","Haematopus palliatus",3,2020-01-22,-36.737937,-73.035612,"Humedal Rocuant - Andalién",1.15,4,1,0,30,16,4,NA,1,100,NA,NA,NA
"ANDALIEN9","16:03:00","16:06:00","AMOY","American Oystercatcher","Haematopus palliatus",4,2021-02-09,-36.737937,-73.035612,"Humedal Rocuant - Andalién",1.15,4,2,0,0,16,8,0,1,100,0,NA,0
"CF","12:50:00","12:59:00","AMOY","American Oystercatcher","Haematopus palliatus",9,2021-01-12,-41.794566,-73.207032,"Humedales de Calbuco - Pureo",1.74,7,2,0,70,17,2,0,0,100,60,NA,0
"CF","12:35:00","12:43:00","AMOY","American Oystercatcher","Haematopus palliatus",11,2022-02-13,-41.794566,-73.207032,"Humedales de Calbuco - Pureo",1.74,7,0,0,20,17,2,0,1,80,80,NA,0
"CH0","11:14:00","12:05:00","AMOY","American Oystercatcher","Haematopus palliatus",31,2022-02-12,-41.490647,-72.866514,"Coihuín y Chamiza",6.24,2,2,0,20,14,2,1,0,100,20,NA,40
"CH0","17:45:00","17:48:00","AMOY","American Oystercatcher","Haematopus palliatus",0,2023-02-10,-41.490647,-72.866514,"Coihuín y Chamiza",6.24,2,1,0,40,14,1,1,0,100,75,15,25
"CHA","18:40:00","19:20:00","AMOY","American Oystercatcher","Haematopus palliatus",3,2017-02-14,-41.497786,-72.858587,"Coihuín y Chamiza",69.47,2,0,0,10,14,3,1,1,100,NA,15,70
"CHA","08:49:00","09:35:00","AMOY","American Oystercatcher","Haematopus palliatus",67,2018-02-03,-41.497786,-72.858587,"Coihuín y Chamiza",69.47,2,0,0,10,14,3,1,1,100,NA,15,NA
"CHA1","14:30:00","14:54:00","AMOY","American Oystercatcher","Haematopus palliatus",0,2019-02-07,-41.491357,-72.863779,"Coihuín y Chamiza",7.64,2,0,0,5,14,3,1,1,100,10,15,60
"CHA1","14:45:00","14:54:00","AMOY","American Oystercatcher","Haematopus palliatus",0,2020-02-08,-41.491357,-72.863779,"Coihuín y Chamiza",7.64,2,3,0,5,14,3,1,1,100,NA,NA,70
"CHA1","13:38:00","13:48:00","AMOY","American Oystercatcher","Haematopus palliatus",2,2020-12-15,-41.491357,-72.863779,"Coihuín y Chamiza",7.64,2,3,0,30,14,2,2,1,90,20,NA,70
"CHA1","15:15:00","15:32:00","AMOY","American Oystercatcher","Haematopus palliatus",88,2021-02-15,-41.491357,-72.863779,"Coihuín y Chamiza",7.64,2,2,0,0,14,2,1,1,100,40,NA,10
"CHA1","14:27:00","14:57:00","AMOY","American Oystercatcher","Haematopus palliatus",11,2021-03-01,-41.491357,-72.863779,"Coihuín y Chamiza",7.64,2,4,0,70,14,2,3,0,70,60,NA,20
"CHA1","12:28:00","12:43:00","AMOY","American Oystercatcher","Haematopus palliatus",0,2022-02-12,-41.491357,-72.863779,"Coihuín y Chamiza",7.64,2,2,0,20,14,2,2,NA,100,30,NA,40
"CHA1","17:30:00","17:39:00","AMOY","American Oystercatcher","Haematopus palliatus",15,2023-02-10,-41.491357,-72.863779,"Coihuín y Chamiza",7.64,2,1,0,50,14,1,1,1,NA,75,15,15
"CHA2","15:00:00","15:09:00","AMOY","American Oystercatcher","Haematopus palliatus",0,2019-02-07,-41.492977,-72.862376,"Coihuín y Chamiza",6.63,2,0,0,5,14,3,1,1,100,10,15,50
"CHA2","15:01:00","15:15:00","AMOY","American Oystercatcher","Haematopus palliatus",0,2020-02-08,-41.492977,-72.862376,"Coihuín y Chamiza",6.63,2,3,0,5,14,3,1,1,100,NA,NA,60
"CHA2","13:58:00","14:05:00","AMOY","American Oystercatcher","Haematopus palliatus",0,2020-12-15,-41.492977,-72.862376,"Coihuín y Chamiza",6.63,2,3,0,30,14,2,2,0,80,20,NA,50
"CHA2","15:40:00","15:55:00","AMOY","American Oystercatcher","Haematopus palliatus",1,2021-02-15,-41.492977,-72.862376,"Coihuín y Chamiza",6.63,2,2,0,0,14,2,1,NA,100,40,NA,20
"CHA2","15:01:00","15:07:00","AMOY","American Oystercatcher","Haematopus palliatus",0,2021-03-01,-41.492977,-72.862376,"Coihuín y Chamiza",6.63,2,4,0,70,14,2,3,0,100,60,NA,20
"CHA2","12:45:00","12:56:00","AMOY","American Oystercatcher","Haematopus palliatus",0,2022-02-12,-41.492977,-72.862376,"Coihuín y Chamiza",6.63,2,2,0,20,14,2,2,NA,100,30,NA,40
"CHA2","17:08:00","17:14:00","AMOY","American Oystercatcher","Haematopus palliatus",0,2023-02-10,-41.492977,-72.862376,"Coihuín y Chamiza",6.63,2,0,0,40,14,1,1,0,90,70,15,25
"CHA3","15:11:00","15:15:00","AMOY","American Oystercatcher","Haematopus palliatus",0,2019-02-07,-41.494544,-72.861148,"Coihuín y Chamiza",6.78,2,0,0,5,14,3,1,1,100,20,15,60
"CHA3","15:23:00","15:30:00","AMOY","American Oystercatcher","Haematopus palliatus",0,2020-02-08,-41.494544,-72.861148,"Coihuín y Chamiza",6.78,2,3,0,0,14,3,1,1,100,15,NA,75
"CHA3","14:09:00","14:17:00","AMOY","American Oystercatcher","Haematopus palliatus",0,2020-12-15,-41.494544,-72.861148,"Coihuín y Chamiza",6.78,2,3,0,20,14,2,1,0,90,20,NA,50
"CHA3","15:59:00","16:11:00","AMOY","American Oystercatcher","Haematopus palliatus",2,2021-02-15,-41.494544,-72.861148,"Coihuín y Chamiza",6.78,2,2,0,0,14,2,1,0,100,40,NA,20
"CHA3","15:13:00","15:17:00","AMOY","American Oystercatcher","Haematopus palliatus",0,2021-03-01,-41.494544,-72.861148,"Coihuín y Chamiza",6.78,2,4,0,70,14,2,2,0,80,80,NA,0
"CHA3","13:13:00","13:20:00","AMOY","American Oystercatcher","Haematopus palliatus",0,2022-02-12,-41.494544,-72.861148,"Coihuín y Chamiza",6.78,2,2,0,10,14,1,1,NA,100,60,NA,20
"CHA3","17:19:00","17:23:00","AMOY","American Oystercatcher","Haematopus palliatus",0,2023-02-10,-41.494544,-72.861148,"Coihuín y Chamiza",6.78,2,0,0,40,14,1,1,0,100,80,15,10
"CHA4","15:17:00","15:23:00","AMOY","American Oystercatcher","Haematopus palliatus",0,2019-02-07,-41.496096,-72.859867,"Coihuín y Chamiza",6.8,2,0,0,5,15,3,1,1,100,20,14,65
"CHA4","15:32:00","15:36:00","AMOY","American Oystercatcher","Haematopus palliatus",0,2020-02-08,-41.496096,-72.859867,"Coihuín y Chamiza",6.8,2,3,0,0,14,3,1,1,100,20,NA,65
"CHA4","14:21:00","14:27:00","AMOY","American Oystercatcher","Haematopus palliatus",0,2020-12-15,-41.496096,-72.859867,"Coihuín y Chamiza",6.8,2,3,0,20,14,2,2,0,100,40,NA,50
"CHA4","16:15:00","16:23:00","AMOY","American Oystercatcher","Haematopus palliatus",2,2021-02-15,-41.496096,-72.859867,"Coihuín y Chamiza",6.8,2,2,0,0,14,2,2,0,100,50,NA,20
"CHA4","15:22:00","15:25:00","AMOY","American Oystercatcher","Haematopus palliatus",0,2021-03-01,-41.496096,-72.859867,"Coihuín y Chamiza",6.8,2,4,0,70,14,2,2,0,80,85,NA,0
"CHA4","12:05:00","12:21:00","AMOY","American Oystercatcher","Haematopus palliatus",0,2022-02-12,-41.496096,-72.859867,"Coihuín y Chamiza",6.8,2,2,0,60,14,2,1,0,100,20,NA,40
"CHA4","16:37:00","16:45:00","AMOY","American Oystercatcher","Haematopus palliatus",0,2023-02-10,-41.496096,-72.859867,"Coihuín y Chamiza",6.8,2,1,0,40,14,1,1,0,100,70,15,25
"CHA5","15:24:00","16:03:00","AMOY","American Oystercatcher","Haematopus palliatus",0,2019-02-07,-41.497688,-72.858549,"Coihuín y Chamiza",7.11,2,0,0,5,15,3,1,1,100,25,14,50
"CHA5","15:44:00","15:53:00","AMOY","American Oystercatcher","Haematopus palliatus",0,2020-02-08,-41.497688,-72.858549,"Coihuín y Chamiza",7.11,2,2,0,0,14,3,1,1,100,10,NA,90
"CHA5","14:32:00","14:40:00","AMOY","American Oystercatcher","Haematopus palliatus",0,2020-12-15,-41.497688,-72.858549,"Coihuín y Chamiza",7.11,2,3,0,10,14,2,2,0,90,40,NA,40
"CHA5","16:28:00","16:35:00","AMOY","American Oystercatcher","Haematopus palliatus",1,2021-02-15,-41.497688,-72.858549,"Coihuín y Chamiza",7.11,2,2,0,0,14,2,2,1,100,40,NA,20
"CHA5","15:37:00","15:41:00","AMOY","American Oystercatcher","Haematopus palliatus",0,2021-03-01,-41.497688,-72.858549,"Coihuín y Chamiza",7.11,2,4,0,70,14,2,0,1,100,90,NA,0
"CHA5","11:52:00","12:02:00","AMOY","American Oystercatcher","Haematopus palliatus",0,2022-02-12,-41.497688,-72.858549,"Coihuín y Chamiza",7.11,2,2,0,60,14,2,1,0,100,20,NA,40
"CHA5","16:25:00","16:29:00","AMOY","American Oystercatcher","Haematopus palliatus",36,2023-02-10,-41.497688,-72.858549,"Coihuín y Chamiza",7.11,2,1,0,40,14,2,1,0,100,60,15,25
"CHA7","16:30:00","16:40:00","AMOY","American Oystercatcher","Haematopus palliatus",0,2019-02-07,-41.501175,-72.855748,"Coihuín y Chamiza",8.08,2,0,0,5,15,3,1,1,100,20,14,50
"CHA7","16:05:00","16:20:00","AMOY","American Oystercatcher","Haematopus palliatus",0,2020-02-08,-41.501175,-72.855748,"Coihuín y Chamiza",8.08,2,1,0,0,14,3,1,1,100,10,NA,90
"CHA7","14:56:00","15:01:00","AMOY","American Oystercatcher","Haematopus palliatus",0,2020-12-15,-41.501175,-72.855748,"Coihuín y Chamiza",8.08,2,2,0,10,14,2,2,0,80,30,NA,40
"CHA7","16:49:00","16:57:00","AMOY","American Oystercatcher","Haematopus palliatus",0,2021-02-15,-41.501175,-72.855748,"Coihuín y Chamiza",8.08,2,2,0,0,14,2,2,0,90,40,NA,30
"CHA7","16:08:00","16:11:00","AMOY","American Oystercatcher","Haematopus palliatus",0,2021-03-01,-41.501175,-72.855748,"Coihuín y Chamiza",8.08,2,3,0,70,14,2,0,0,100,100,NA,0
"CHA7","11:30:00","11:49:00","AMOY","American Oystercatcher","Haematopus palliatus",4,2022-02-12,-41.501175,-72.855748,"Coihuín y Chamiza",8.08,2,4,0,30,14,2,3,0,100,20,NA,40
"CHA7","15:55:00","15:58:00","AMOY","American Oystercatcher","Haematopus palliatus",0,2023-02-10,-41.501175,-72.855748,"Coihuín y Chamiza",8.08,2,0,0,40,14,2,1,0,90,30,15,60
"CHA8","16:43:00","16:45:00","AMOY","American Oystercatcher","Haematopus palliatus",0,2019-02-07,-41.50329,-72.854268,"Coihuín y Chamiza",9.01,2,0,0,5,15,3,1,1,100,20,14,50
"CHA8","16:26:00","16:35:00","AMOY","American Oystercatcher","Haematopus palliatus",0,2020-02-08,-41.50329,-72.854268,"Coihuín y Chamiza",9.01,2,1,0,0,14,3,1,1,100,10,NA,90
